CustomerID,Current InvoiceNo,InvoiceDate,Country,previous_date,previous_invoiceNo,time_diff
12399,556203,6/9/2011,Belgium,5/10/2011,552543,30
12399,563172,8/12/2011,Belgium,6/9/2011,556203,64
12406,577126,11/17/2011,Denmark,6/9/2011,556127,161
12407,550440,4/18/2011,Belgium,3/20/2011,547061,29
12407,559058,7/6/2011,Belgium,4/18/2011,550440,79
12407,561662,7/28/2011,Belgium,7/6/2011,559058,22
12407,572133,10/21/2011,Belgium,7/28/2011,561662,85
12408,557147,6/17/2011,Belgium,3/24/2011,547684,85
12408,565246,9/2/2011,Belgium,6/17/2011,557147,77
12408,574862,11/7/2011,Belgium,9/2/2011,565246,66
12415,574138,11/3/2011,Australia,11/2/2011,574014,1
12415,576394,11/15/2011,Australia,11/3/2011,574138,12
12417,541991,1/25/2011,Belgium,12/17/2010,539391,39
12417,545536,3/3/2011,Belgium,1/25/2011,541991,37
12417,551398,4/28/2011,Spain,3/3/2011,545536,56
12417,555574,6/5/2011,Belgium,4/28/2011,551398,38
12417,562445,8/4/2011,Belgium,6/5/2011,555574,60
12417,564378,8/25/2011,Belgium,8/4/2011,562445,21
12417,573656,10/31/2011,Belgium,8/25/2011,564378,67
12417,580965,12/6/2011,Belgium,10/31/2011,573656,36
12421,557297,6/19/2011,Spain,1/24/2011,541980,146
12421,563518,8/17/2011,Spain,6/19/2011,557297,59
12421,578339,11/24/2011,Spain,8/17/2011,563518,99
12422,558041,6/24/2011,Switzerland,1/19/2011,541520,156
12422,565466,9/5/2011,Australia,6/24/2011,558041,73
12423,544474,2/21/2011,Belgium,12/21/2010,539676,62
12423,547109,3/21/2011,Belgium,2/21/2011,544474,28
12423,549249,4/7/2011,Belgium,3/21/2011,547109,17
12423,554147,5/23/2011,Belgium,4/7/2011,549249,46
12423,555161,6/1/2011,Belgium,5/23/2011,554147,9
12423,564853,8/31/2011,Belgium,6/1/2011,555161,91
12423,581493,12/9/2011,Belgium,8/31/2011,564853,100
12427,570452,10/10/2011,Germany,12/3/2010,536861,311
12427,577135,11/18/2011,Germany,10/10/2011,570452,39
12428,547086,3/20/2011,Finland,3/1/2011,545226,19
12428,548363,3/30/2011,Finland,3/20/2011,547086,10
12428,549588,4/11/2011,Finland,3/30/2011,548363,12
12428,559004,7/5/2011,Finland,4/11/2011,549588,85
12428,563020,8/11/2011,Finland,7/5/2011,559004,37
12434,567085,9/16/2011,Australia,3/24/2011,547659,176
12435,567526,9/21/2011,Denmark,3/17/2011,546780,188
12437,543030,2/2/2011,France,1/12/2011,540972,21
12437,544817,2/23/2011,France,2/2/2011,543030,21
12437,546765,3/16/2011,France,2/23/2011,544817,21
12437,551389,4/28/2011,France,3/16/2011,546765,43
12437,553577,5/18/2011,France,4/28/2011,551389,20
12437,554555,5/25/2011,France,5/18/2011,553577,7
12437,556816,6/15/2011,France,5/25/2011,554555,21
12437,565322,9/2/2011,France,6/15/2011,556816,79
12437,567910,9/22/2011,France,9/2/2011,565321,20
12437,573036,10/27/2011,France,9/22/2011,567910,35
12437,574093,11/3/2011,France,10/27/2011,573036,7
12437,577344,11/18/2011,France,11/3/2011,574093,15
12360,563749,8/19/2011,Austria,5/23/2011,554132,88
12360,571705,10/18/2011,Austria,8/19/2011,563749,60
12362,551346,4/28/2011,Belgium,2/17/2011,544203,70
12362,559295,7/7/2011,Belgium,4/28/2011,551346,70
12362,563037,8/11/2011,Belgium,7/7/2011,559295,35
12362,568651,9/28/2011,Belgium,8/11/2011,563037,48
12362,570667,10/11/2011,Belgium,9/28/2011,568651,13
12362,572887,10/26/2011,Belgium,10/11/2011,570667,15
12362,573173,10/28/2011,Belgium,10/26/2011,572887,2
12362,574329,11/4/2011,Belgium,10/28/2011,573173,7
12362,580979,12/6/2011,Belgium,11/4/2011,574329,32
12364,567897,9/22/2011,Belgium,8/19/2011,563854,34
12364,573401,10/30/2011,Belgium,9/22/2011,567897,38
12364,580152,12/2/2011,Belgium,10/30/2011,573401,33
12370,539330,12/17/2010,Austria,12/14/2010,538826,3
12370,546236,3/10/2011,Cyprus,12/17/2010,539330,83
12370,571905,10/19/2011,Cyprus,3/10/2011,546236,223
12371,572770,10/26/2011,Switzerland,10/11/2011,570521,15
12372,552731,5/11/2011,Denmark,2/16/2011,544157,84
12372,568872,9/29/2011,Denmark,5/11/2011,552731,141
12375,579281,11/29/2011,Finland,9/2/2011,565333,88
12377,542586,1/28/2011,Switzerland,12/20/2010,539488,39
12379,567196,9/19/2011,Belgium,6/22/2011,557789,89
12380,567928,9/22/2011,Belgium,6/7/2011,555739,107
12380,571187,10/14/2011,Belgium,9/22/2011,567928,22
12380,577180,11/18/2011,Belgium,10/14/2011,571187,35
12381,570681,10/11/2011,Norway,8/12/2011,563100,60
12381,570725,10/12/2011,Norway,10/11/2011,570681,1
12381,574694,11/6/2011,Norway,10/12/2011,570725,25
12381,580638,12/5/2011,Norway,11/6/2011,574694,29
12383,540971,1/12/2011,Belgium,12/22/2010,539840,21
12383,546434,3/14/2011,Belgium,1/12/2011,540971,61
12383,550284,4/15/2011,Belgium,3/14/2011,546434,32
12383,555928,6/8/2011,Belgium,4/15/2011,550284,54
12384,575734,11/11/2011,Switzerland,8/10/2011,562882,93
12386,540280,1/6/2011,Australia,12/8/2010,537676,29
12388,543357,2/7/2011,Australia,1/17/2011,541271,21
12388,546135,3/9/2011,Australia,2/7/2011,543357,30
12388,560033,7/14/2011,Australia,3/9/2011,546135,127
12388,568145,9/25/2011,Australia,7/14/2011,560033,73
12388,578459,11/24/2011,Australia,9/25/2011,568145,60
12409,567642,9/21/2011,Switzerland,6/10/2011,556415,103
12409,567721,9/22/2011,Switzerland,9/21/2011,567642,1
12412,561102,7/25/2011,Denmark,6/23/2011,557889,32
12412,568223,9/26/2011,Denmark,7/25/2011,561102,63
12413,550338,4/17/2011,France,1/6/2011,540365,101
12413,569402,10/4/2011,France,4/17/2011,550338,170
12414,550998,4/26/2011,Austria,2/2/2011,543027,83
12414,552202,5/6/2011,Austria,4/26/2011,550998,10
12415,540557,1/10/2011,Australia,1/6/2011,540267,4
12415,543989,2/15/2011,Australia,1/10/2011,540557,36
12415,545475,3/3/2011,Australia,2/15/2011,543989,16
12415,548661,4/1/2011,Australia,3/3/2011,545475,29
12415,553546,5/17/2011,Australia,4/1/2011,548661,46
12415,554037,5/20/2011,Australia,5/17/2011,553546,3
12415,556917,6/15/2011,Australia,5/20/2011,554037,26
12415,559919,7/13/2011,Australia,6/15/2011,556917,28
12415,560491,7/19/2011,Australia,7/13/2011,559920,6
12415,563614,8/18/2011,Australia,7/19/2011,560491,30
12415,565146,9/1/2011,Australia,8/18/2011,563614,14
12415,569650,10/5/2011,Australia,9/1/2011,565145,34
12415,574014,11/2/2011,Australia,10/5/2011,569650,28
12428,576082,11/14/2011,Finland,8/11/2011,563020,95
12429,551054,4/26/2011,Austria,12/9/2010,538003,138
12429,557427,6/20/2011,Denmark,4/26/2011,551054,55
12429,579881,11/30/2011,Denmark,6/20/2011,557427,163
12431,539419,12/17/2010,Australia,12/1/2010,536389,16
12431,542542,1/28/2011,Australia,12/17/2010,539419,42
12431,544193,2/17/2011,Belgium,1/28/2011,542542,20
12431,545065,2/27/2011,Australia,2/17/2011,544193,10
12431,552956,5/12/2011,Australia,2/27/2011,545065,74
12431,554126,5/23/2011,Australia,5/12/2011,552956,11
12431,560473,7/19/2011,Australia,5/23/2011,554126,57
12431,561040,7/24/2011,Australia,7/19/2011,560473,5
12431,561228,7/26/2011,Australia,7/24/2011,561040,2
12431,563179,8/12/2011,Australia,7/26/2011,561228,17
12431,569723,10/6/2011,Australia,8/12/2011,563179,55
12431,570446,10/10/2011,Belgium,10/6/2011,569722,4
12431,574469,11/4/2011,Australia,10/10/2011,570446,25
12432,557754,6/22/2011,Norway,6/20/2011,557472,2
12432,573195,10/28/2011,Norway,6/22/2011,557754,128
12433,537868,12/8/2010,Norway,12/1/2010,536532,7
12433,566195,9/9/2011,Norway,12/8/2010,537868,275
12433,573035,10/27/2011,Norway,9/9/2011,566195,48
12433,579692,11/30/2011,Norway,10/27/2011,573035,34
12433,581491,12/9/2011,Norway,11/30/2011,579692,9
12451,552013,5/5/2011,Switzerland,1/19/2011,541518,106
12451,569653,10/5/2011,Switzerland,5/5/2011,552013,153
12451,577157,11/18/2011,Switzerland,10/5/2011,569653,44
12451,579259,11/29/2011,Switzerland,11/18/2011,577157,11
12455,544331,2/17/2011,Cyprus,2/16/2011,544097,1
12455,555470,6/3/2011,Spain,2/17/2011,544331,106
12455,559135,7/6/2011,Spain,6/3/2011,555470,33
12455,562287,8/4/2011,Spain,7/6/2011,559135,29
12455,568554,9/27/2011,Spain,8/4/2011,562287,54
12456,561898,7/31/2011,Switzerland,3/30/2011,548212,123
12456,572896,10/26/2011,Switzerland,7/31/2011,561898,87
12457,550281,4/15/2011,Switzerland,4/14/2011,550188,1
12457,550671,4/20/2011,Switzerland,4/15/2011,550281,5
12457,566756,9/14/2011,Switzerland,4/20/2011,550671,147
12457,566916,9/15/2011,Switzerland,9/14/2011,566756,1
12457,567188,9/19/2011,Cyprus,9/15/2011,566916,4
12457,569489,10/4/2011,Cyprus,9/19/2011,567188,15
12458,568950,9/29/2011,Switzerland,2/28/2011,545084,213
12461,565785,9/6/2011,Switzerland,7/8/2011,559372,60
12462,577606,11/21/2011,Spain,2/9/2011,543541,285
12463,553415,5/17/2011,Belgium,4/12/2011,549825,35
12463,557232,6/17/2011,Belgium,5/17/2011,553415,31
12472,574885,11/7/2011,Germany,10/19/2011,571824,19
12473,563540,8/17/2011,Germany,6/1/2011,555162,77
12473,571328,10/17/2011,Germany,8/17/2011,563540,61
12473,575636,11/10/2011,Germany,10/17/2011,571328,24
12474,542229,1/26/2011,Germany,1/14/2011,541224,12
12474,544996,2/25/2011,Germany,1/26/2011,542229,30
12474,547005,3/18/2011,Germany,2/25/2011,544996,21
12474,547934,3/28/2011,Germany,3/18/2011,547005,10
12474,553547,5/17/2011,Germany,3/28/2011,547934,50
12474,554263,5/23/2011,Germany,5/17/2011,553547,6
12474,557569,6/21/2011,Germany,5/23/2011,554263,29
12474,558109,6/26/2011,Germany,6/21/2011,557569,5
12474,559710,7/12/2011,Germany,6/26/2011,558109,16
12474,561094,7/25/2011,Germany,7/12/2011,559710,13
12474,565261,9/2/2011,Germany,7/25/2011,561094,39
12474,570640,10/11/2011,Germany,9/2/2011,565261,39
12474,571312,10/17/2011,Germany,10/11/2011,570640,6
12474,572061,10/20/2011,Germany,10/17/2011,571312,3
12474,576607,11/15/2011,Germany,10/20/2011,572061,26
12474,578043,11/22/2011,Germany,11/15/2011,576607,7
12476,542648,1/31/2011,Germany,12/13/2010,538644,49
12476,543833,2/14/2011,Germany,1/31/2011,542648,14
12476,550527,4/19/2011,Germany,2/14/2011,543833,64
12476,552008,5/5/2011,Germany,4/19/2011,550527,16
12476,560901,7/21/2011,Germany,5/5/2011,552008,77
12476,566987,9/16/2011,Germany,7/21/2011,560901,57
12476,572559,10/25/2011,Germany,9/16/2011,566987,39
12476,576327,11/14/2011,Germany,10/25/2011,572559,20
12476,578472,11/24/2011,Germany,11/14/2011,576327,10
12484,557007,6/16/2011,Spain,1/7/2011,540469,160
12484,564734,8/28/2011,Spain,6/16/2011,557007,73
12484,564858,8/31/2011,Spain,8/28/2011,564734,3
12484,574550,11/4/2011,Spain,8/31/2011,564858,65
12484,574838,11/7/2011,Spain,11/4/2011,574550,3
12488,573442,10/31/2011,France,9/25/2011,568137,36
12488,579529,11/30/2011,France,10/31/2011,573442,30
12490,552325,5/9/2011,France,1/14/2011,541120,115
12490,557489,6/20/2011,France,5/9/2011,552325,42
12490,561029,7/24/2011,France,6/20/2011,557489,34
12490,564912,8/31/2011,France,7/24/2011,561029,38
12490,565854,9/7/2011,France,8/31/2011,564912,7
12490,574068,11/2/2011,France,9/7/2011,565854,56
12490,576222,11/14/2011,France,11/2/2011,574068,12
12490,577856,11/22/2011,France,11/14/2011,576222,8
12490,580536,12/4/2011,France,11/22/2011,577856,12
12492,570189,10/7/2011,Germany,8/26/2011,564666,42
12493,558124,6/27/2011,France,5/26/2011,554826,32
12494,539113,12/16/2010,France,12/9/2010,537967,7
12494,544200,2/17/2011,France,12/16/2010,539113,63
12494,554940,5/27/2011,France,2/17/2011,544200,99
12494,558699,7/1/2011,France,5/27/2011,554940,35
12494,573402,10/30/2011,France,7/1/2011,558699,121
12494,578348,11/24/2011,France,10/30/2011,573402,25
12498,577301,11/18/2011,Germany,10/13/2011,570881,36
12500,544281,2/17/2011,Germany,1/10/2011,540553,38
12500,545557,3/3/2011,Germany,2/17/2011,544281,14
12500,546919,3/18/2011,Germany,3/3/2011,545557,15
12500,557972,6/24/2011,Germany,3/18/2011,546919,98
12500,564475,8/25/2011,Germany,6/24/2011,557972,62
12500,569727,10/6/2011,Germany,8/25/2011,564475,42
12500,571729,10/19/2011,Germany,10/6/2011,569727,13
12500,572134,10/21/2011,Germany,10/19/2011,571739,2
12500,576869,11/16/2011,Germany,10/21/2011,572134,26
12518,575787,11/11/2011,Germany,10/12/2011,570718,30
12518,581494,12/9/2011,Germany,11/11/2011,575787,28
12520,547715,3/25/2011,Germany,3/11/2011,546365,14
12520,553741,5/19/2011,Germany,3/25/2011,547715,55
12520,560728,7/20/2011,Germany,5/19/2011,553741,62
12520,567666,9/21/2011,Germany,7/20/2011,560728,63
12522,573629,10/31/2011,Germany,10/19/2011,571904,12
12437,579870,11/30/2011,France,11/18/2011,577344,12
12437,581279,12/8/2011,France,11/30/2011,579870,8
12438,578811,11/25/2011,Norway,7/22/2011,560991,126
12444,562844,8/10/2011,Norway,6/21/2011,557621,50
12444,566773,9/15/2011,Norway,8/10/2011,562844,36
12444,570793,10/12/2011,Norway,9/15/2011,566773,27
12444,577314,11/18/2011,Norway,10/12/2011,570793,37
12449,562034,8/2/2011,Belgium,6/5/2011,555572,58
12449,566076,9/9/2011,Belgium,8/2/2011,562034,38
12449,577046,11/17/2011,Belgium,9/9/2011,566076,69
12450,559148,7/6/2011,Spain,6/19/2011,557303,17
12463,571445,10/17/2011,Belgium,6/17/2011,557232,122
12464,545140,2/28/2011,Belgium,2/3/2011,543117,25
12464,554159,5/23/2011,Belgium,2/28/2011,545140,84
12464,559890,7/13/2011,Belgium,5/23/2011,554161,51
12464,564481,8/25/2011,Belgium,7/13/2011,559890,43
12464,577087,11/17/2011,Belgium,8/25/2011,564481,84
12464,579441,11/29/2011,Belgium,11/17/2011,577087,12
12465,578084,11/22/2011,Belgium,6/23/2011,557885,152
12468,555523,6/5/2011,Germany,1/27/2011,542371,129
12471,539398,12/17/2010,Germany,12/10/2010,538175,7
12471,541093,1/13/2011,Germany,12/17/2010,539395,27
12471,543056,2/3/2011,Germany,1/13/2011,541093,21
12471,544811,2/23/2011,Germany,2/3/2011,543056,20
12471,546920,3/18/2011,Germany,2/23/2011,544811,23
12471,548745,4/4/2011,Germany,3/18/2011,546921,17
12471,553037,5/13/2011,Germany,4/4/2011,548746,39
12471,558841,7/4/2011,Germany,5/13/2011,553038,52
12471,559298,7/7/2011,Germany,7/4/2011,558841,3
12471,563950,8/22/2011,Germany,7/7/2011,559300,46
12471,564360,8/24/2011,Germany,8/22/2011,563950,2
12471,566984,9/16/2011,Germany,8/24/2011,564360,23
12471,567924,9/22/2011,Germany,9/16/2011,566984,6
12471,569640,10/5/2011,Germany,9/22/2011,567924,13
12471,574097,11/3/2011,Germany,10/5/2011,569640,29
12471,576909,11/17/2011,Germany,11/3/2011,574097,14
12471,578333,11/24/2011,Germany,11/17/2011,576909,7
12471,579419,11/29/2011,Germany,11/24/2011,578469,5
12471,581179,12/7/2011,Germany,11/29/2011,579416,8
12472,542215,1/26/2011,Germany,12/5/2010,537201,52
12472,546843,3/17/2011,Germany,1/26/2011,542215,50
12472,556578,6/13/2011,Germany,3/17/2011,546843,88
12472,561037,7/24/2011,Germany,6/13/2011,556578,41
12472,571824,10/19/2011,Germany,7/24/2011,561037,87
12477,550137,4/14/2011,Germany,2/11/2011,543737,62
12477,564856,8/31/2011,Germany,4/14/2011,550137,139
12477,570002,10/7/2011,Germany,8/31/2011,564856,37
12477,571227,10/14/2011,Germany,10/7/2011,570002,7
12477,576910,11/17/2011,Germany,10/14/2011,571227,34
12480,546851,3/17/2011,Germany,1/7/2011,540480,69
12480,560569,7/19/2011,Germany,3/17/2011,546851,124
12480,575896,11/11/2011,Germany,7/19/2011,560569,115
12481,539636,12/20/2010,Germany,12/9/2010,537892,11
12481,540414,1/7/2011,Germany,12/20/2010,539636,18
12481,547925,3/28/2011,Germany,1/7/2011,540414,80
12481,553731,5/19/2011,Germany,3/28/2011,547925,52
12481,556517,6/13/2011,Germany,5/19/2011,553731,25
12481,569563,10/5/2011,Germany,6/13/2011,556517,114
12481,576893,11/17/2011,Germany,10/5/2011,569563,43
12483,551278,4/27/2011,Sweden,1/4/2011,540040,113
12483,552717,5/11/2011,Sweden,4/27/2011,551278,14
12483,553674,5/18/2011,Sweden,5/11/2011,552717,7
12483,556194,6/9/2011,Sweden,5/18/2011,553674,22
12483,565287,9/2/2011,Sweden,6/9/2011,556194,85
12483,573333,10/30/2011,Sweden,9/2/2011,565287,58
12483,578089,11/22/2011,Sweden,10/30/2011,573333,23
12502,546755,3/16/2011,Spain,2/3/2011,543055,41
12502,552040,5/6/2011,Spain,3/16/2011,546755,51
12502,562273,8/4/2011,Spain,5/6/2011,552040,90
12502,565519,9/5/2011,Spain,8/4/2011,562273,32
12504,577776,11/21/2011,Germany,11/9/2011,575352,12
12507,559187,7/7/2011,Spain,2/14/2011,543822,143
12507,561669,7/28/2011,Spain,7/7/2011,559187,21
12508,576064,11/13/2011,France,11/10/2011,575692,3
12510,560607,7/20/2011,Spain,1/18/2011,541491,183
12516,567959,9/23/2011,Germany,6/12/2011,556469,103
12517,562537,8/5/2011,Germany,6/2/2011,555383,64
12517,568472,9/27/2011,Germany,8/5/2011,562537,53
12517,575886,11/11/2011,Germany,9/27/2011,568472,45
12518,568103,9/23/2011,Germany,8/21/2011,563914,33
12518,570718,10/12/2011,Germany,9/23/2011,568103,19
12536,573080,10/27/2011,France,10/11/2011,570672,16
12539,542303,1/27/2011,Spain,1/10/2011,540550,17
12539,547387,3/22/2011,Spain,1/27/2011,542303,54
12539,577039,11/17/2011,Spain,3/22/2011,547387,240
12540,540801,1/11/2011,Spain,12/13/2010,538525,29
12540,542905,2/1/2011,Spain,1/11/2011,540801,21
12540,547703,3/24/2011,Spain,2/1/2011,542905,51
12540,551868,5/4/2011,Spain,3/24/2011,547703,41
12540,555095,5/31/2011,Spain,5/4/2011,551868,27
12540,555726,6/6/2011,Spain,5/31/2011,555095,6
12523,544585,2/21/2011,France,1/12/2011,540851,40
12523,546770,3/16/2011,France,2/21/2011,544585,23
12523,548553,4/1/2011,France,3/16/2011,546770,16
12523,561470,7/27/2011,France,4/1/2011,548553,117
12523,563897,8/21/2011,France,7/27/2011,561470,25
12523,564226,8/24/2011,France,8/21/2011,563897,3
12523,567657,9/21/2011,France,8/24/2011,564226,28
12523,569921,10/6/2011,France,9/21/2011,567657,15
12523,572925,10/27/2011,France,10/6/2011,569921,21
12523,577512,11/20/2011,France,10/27/2011,572925,24
12524,544483,2/21/2011,Germany,1/10/2011,540562,42
12524,545533,3/3/2011,Germany,2/21/2011,544483,10
12524,551529,5/1/2011,Germany,3/3/2011,545533,59
12524,553842,5/19/2011,Germany,5/1/2011,551529,18
12524,558608,6/30/2011,Germany,5/19/2011,553842,42
12524,570082,10/7/2011,Germany,6/30/2011,558608,99
12524,579786,11/30/2011,Germany,10/7/2011,570082,54
12526,571304,10/17/2011,Germany,9/6/2011,565765,41
12526,581574,12/9/2011,Germany,10/17/2011,571304,53
12527,544340,2/18/2011,Germany,1/18/2011,541480,31
12527,567291,9/19/2011,Germany,2/18/2011,544340,213
12528,545916,3/8/2011,Germany,1/31/2011,542621,36
12528,559899,7/13/2011,Germany,3/8/2011,545916,127
12528,563548,8/17/2011,Germany,7/13/2011,559899,35
12528,570095,10/7/2011,Germany,8/17/2011,563548,51
12528,579747,11/30/2011,Germany,10/7/2011,570095,54
12530,550665,4/20/2011,Germany,1/7/2011,540410,103
12530,562605,8/8/2011,Germany,4/20/2011,550665,110
12530,570637,10/11/2011,Germany,8/8/2011,562605,64
12535,566074,9/9/2011,France,6/6/2011,555637,95
12540,568001,9/23/2011,Spain,9/19/2011,567340,4
12540,569998,10/7/2011,Spain,9/23/2011,568001,14
12540,571665,10/18/2011,Spain,10/7/2011,569998,11
12540,575144,11/8/2011,Spain,10/18/2011,571665,21
12540,577476,11/20/2011,Spain,11/8/2011,575144,12
12541,557314,6/19/2011,Spain,3/4/2011,545585,107
12541,575514,11/10/2011,Spain,6/19/2011,557314,144
12545,568179,9/25/2011,Spain,3/25/2011,547790,184
12546,572442,10/24/2011,Spain,9/23/2011,567968,31
12547,554792,5/26/2011,Spain,3/4/2011,545647,83
12552,573768,11/1/2011,Italy,10/31/2011,573508,1
12553,544423,2/18/2011,France,1/14/2011,541138,35
12553,545583,3/4/2011,France,2/18/2011,544423,14
12553,547722,3/25/2011,France,3/4/2011,545583,21
12553,553843,5/19/2011,France,3/25/2011,547722,55
12553,559422,7/8/2011,France,5/19/2011,553843,50
12553,563926,8/21/2011,France,7/8/2011,559422,44
12553,570841,10/12/2011,France,8/21/2011,563926,52
12553,576245,11/14/2011,France,10/12/2011,570841,33
12553,580120,12/1/2011,France,11/14/2011,576245,17
12556,572065,10/20/2011,Spain,7/11/2011,559665,101
12557,540785,1/11/2011,Spain,12/3/2010,536944,39
12557,547972,3/28/2011,Spain,1/11/2011,540785,76
12557,558871,7/4/2011,Spain,3/28/2011,547972,98
12557,578321,11/23/2011,Spain,7/4/2011,558871,142
12559,542926,2/2/2011,Germany,1/24/2011,541877,9
12560,563853,8/19/2011,Germany,7/19/2011,560590,31
12560,580511,12/4/2011,Germany,8/19/2011,563853,107
12572,579927,12/1/2011,Germany,10/19/2011,571724,43
12576,551988,5/5/2011,Poland,2/8/2011,543411,86
12576,559834,7/13/2011,Poland,5/5/2011,551988,69
12576,565470,9/5/2011,Poland,7/13/2011,559834,54
12576,574343,11/4/2011,Poland,9/5/2011,565470,60
12577,574506,11/4/2011,France,12/15/2010,539050,324
12578,577316,11/18/2011,Italy,1/13/2011,541115,309
12582,550192,4/15/2011,Finland,2/24/2011,544886,50
12583,540455,1/7/2011,France,12/1/2010,536370,37
12583,543625,2/10/2011,France,1/7/2011,540455,34
12583,546373,3/11/2011,France,2/10/2011,543625,29
12583,554134,5/23/2011,France,3/11/2011,546373,73
12583,556463,6/12/2011,France,5/23/2011,554134,20
12583,557627,6/21/2011,France,6/12/2011,556463,9
12583,559441,7/8/2011,France,6/21/2011,557627,17
12583,564471,8/25/2011,France,7/8/2011,559441,48
12583,567552,9/21/2011,France,8/25/2011,564471,27
12583,569120,9/30/2011,France,9/21/2011,567552,9
12583,570851,10/12/2011,France,9/30/2011,569120,12
12583,575067,11/8/2011,France,10/12/2011,570851,27
12583,577687,11/21/2011,France,11/8/2011,575067,13
12583,581001,12/7/2011,France,11/21/2011,577687,16
12584,555843,6/7/2011,Italy,3/4/2011,545664,95
12584,561259,7/26/2011,Italy,6/7/2011,555843,49
12584,562424,8/4/2011,Italy,7/26/2011,561259,9
12584,567478,9/20/2011,Italy,8/4/2011,562424,47
12584,570919,10/13/2011,Italy,9/20/2011,567478,23
12584,573365,10/30/2011,Italy,10/13/2011,570919,17
12584,577809,11/22/2011,Italy,10/30/2011,573365,23
12584,580746,12/6/2011,Italy,11/22/2011,577809,14
12604,567640,9/21/2011,France,3/23/2011,547492,182
12609,555719,6/6/2011,Germany,1/25/2011,542128,132
12609,567904,9/22/2011,Germany,6/6/2011,555719,108
12610,564476,8/25/2011,Italy,8/5/2011,562528,20
12610,572695,10/25/2011,Italy,8/25/2011,564476,61
12610,572934,10/27/2011,Italy,10/25/2011,572695,2
12610,576907,11/17/2011,Italy,10/27/2011,572934,21
12613,554700,5/26/2011,Germany,3/22/2011,547384,65
12613,571065,10/13/2011,Germany,5/26/2011,554700,140
12615,568798,9/29/2011,France,6/24/2011,558045,97
12615,574104,11/3/2011,France,9/29/2011,568798,35
12615,581171,12/7/2011,France,11/3/2011,574104,34
12616,565612,9/5/2011,France,2/15/2011,544069,202
12619,550625,4/19/2011,Germany,3/31/2011,548489,19
12619,558895,7/4/2011,Germany,4/19/2011,550625,76
12619,559987,7/14/2011,Germany,7/4/2011,558895,10
12619,563345,8/15/2011,Germany,7/14/2011,559987,32
12619,566586,9/13/2011,Germany,8/15/2011,563345,29
12619,567958,9/23/2011,Germany,9/13/2011,566586,10
12619,574653,11/6/2011,Germany,9/23/2011,567958,44
12619,578298,11/23/2011,Germany,11/6/2011,574653,17
12620,567380,9/20/2011,France,5/19/2011,553838,124
12620,578698,11/25/2011,France,9/20/2011,567380,66
12621,539405,12/17/2010,Germany,12/9/2010,537894,8
12621,543900,2/14/2011,Germany,12/17/2010,539405,59
12621,544573,2/21/2011,Germany,2/14/2011,543900,7
12621,547821,3/25/2011,Germany,2/21/2011,544573,32
12621,551258,4/27/2011,Germany,3/25/2011,547821,33
12621,552337,5/9/2011,Germany,4/27/2011,551258,12
12621,552874,5/12/2011,Germany,5/9/2011,552337,3
12621,554325,5/23/2011,Germany,5/12/2011,552874,11
12621,557056,6/16/2011,Germany,5/23/2011,554325,24
